Source Account,Tweet,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
@CBSNews,".@Starbucks and other coffee sellers must put a cancer warning on coffee sold in California, a Los Angeles judge ru… https://t.co/TrqAyW5TVs",Fri Mar 30 02:21:54 +0000 2018,-0.7783,0.0,0.714,0.286,43
@CBSNews,".@MajorCBS, wearing his @Padres uniform in honor of #OpeningDay, previews this week's @TakeoutPodcast with… https://t.co/aAWgv10Tlc",Fri Mar 30 01:53:14 +0000 2018,0.4939,0.186,0.814,0.0,44
@CBSNews,"When Ben Taylor got a message from someone in Liberia asking for financial assistance, he never thought it would tu… https://t.co/Dw4ru2uQVK",Fri Mar 30 01:25:01 +0000 2018,0.0,0.0,1.0,0.0,45
@CBSNews,"President Trump threatened to ""hold up"" the trade agreement his administration finalized with South Korea this week… https://t.co/8ITiREpmlg",Fri Mar 30 01:05:01 +0000 2018,0.0516,0.144,0.721,0.135,46
@CBSNews,Video from a police shooting in South Carolina shows a volunteer officer firing as many as eight shots at a car as… https://t.co/W94FVigxjj,Fri Mar 30 00:45:01 +0000 2018,-0.34,0.0,0.888,0.112,47
@CBSNews,"Russia expelled more than 150 diplomats, including 60 Americans, out of the country. The move was in retaliation fo… https://t.co/F7Dx60bt2t",Fri Mar 30 00:25:01 +0000 2018,-0.25,0.0,0.905,0.095,48
@CBSNews,A GoFundMe fundraiser set up to cover the legal bills of fired former FBI Deputy Director Andrew McCabe raised six… https://t.co/ebjp7biabP,Fri Mar 30 00:05:01 +0000 2018,-0.4767,0.065,0.779,0.156,49
@CBSNews,"Adnan Syed, who is the subject of ""Serial"" podcast, is getting a new trial after spending 18 years in prison for hi… https://t.co/D9HHuC4skC",Thu Mar 29 23:55:01 +0000 2018,-0.5106,0.0,0.864,0.136,50
@CBSNews,"One of the children in California SUV cliff plunge told neighbors that sibling was being ""starved to death.""… https://t.co/sVrphcgJse",Thu Mar 29 23:35:01 +0000 2018,-0.5574,0.0,0.833,0.167,51
@CBSNews,"Starbucks and other coffee companies need to carry a cancer warning, a Los Angeles judge rules.… https://t.co/j7DfveaZHg",Thu Mar 29 23:20:01 +0000 2018,-0.7783,0.0,0.657,0.343,52
@CBSNews,"When a Utah man got a suspicious Facebook message from someone in Liberia asking for financial assistance, he decid… https://t.co/4jw0pUouTA",Thu Mar 29 23:05:15 +0000 2018,-0.3612,0.0,0.872,0.128,53
@CBSNews,"RT @CBSEveningNews: On the Northern California coast, police are searching for answers -- and bodies after an SUV went off an oceanside cli…",Thu Mar 29 22:46:32 +0000 2018,0.0,0.0,1.0,0.0,54
@CBSNews,"RT @CBSEveningNews: The premiere of the new “Roseanne” reboot drew big ratings and praise from the president

The show’s political bent may…",Thu Mar 29 22:42:32 +0000 2018,0.5574,0.146,0.854,0.0,55
@CBSNews,"RT @CBSEveningNews: Sacramento remains tense tonight following the emotional funeral of Stephon Clark 

Clark was killed last week by polic…",Thu Mar 29 22:41:00 +0000 2018,-0.8316,0.059,0.593,0.348,56
@CBSNews,"RT @CBSEveningNews: 60 U.S. diplomats have seven days to leave Russia

That's an exact match of the number of Russian diplomats expelled by…",Thu Mar 29 22:33:01 +0000 2018,-0.2263,0.053,0.816,0.131,57
@CBSNews,"The accounts of about 150 million users of nutrition-tracking app MyFitnessPal were breached last month, Under Armo… https://t.co/uMtFwRX5pX",Thu Mar 29 22:23:30 +0000 2018,0.0,0.0,1.0,0.0,58
@CBSNews,"RT @CBSEveningNews: COMING UP TONIGHT 

- We're in Moscow with Russian retaliation and the expulsion of diplomats

- New video shows a volu…",Thu Mar 29 22:21:28 +0000 2018,0.0,0.0,1.0,0.0,59
@CBSNews,"At least three sponsors have pulled their ads from Fox News host Laura Ingraham's show, ""The Ingraham Angle,"" one d… https://t.co/d3pgPwOC03",Thu Mar 29 22:15:38 +0000 2018,0.0,0.0,1.0,0.0,60
@CBSNews,An 8-year-old boy with a very sick father wrote to @POTUS for help and just received this touching response.… https://t.co/ti62oaNCW2,Thu Mar 29 22:00:32 +0000 2018,-0.2247,0.116,0.73,0.154,61
@CBSNews,Health officials in the U.K. say a man contracted a strain of gonorrhea that is resistant to multiple dugs used to… https://t.co/VoWuxWECtT,Thu Mar 29 21:44:57 +0000 2018,-0.0516,0.0,0.941,0.059,62
@CBSNews,"The protruding beer belly wouldn't budge, prompting one man to sound the alarm to doctors about his health. It turn… https://t.co/TmZvOLjO0d",Thu Mar 29 21:30:37 +0000 2018,-0.34,0.0,0.893,0.107,63
@CBSNews,"Former Vice President Joe Biden blasted what he called ""the prostitution of the Second Amendment"" by gun rights act… https://t.co/1ja4BR0ucp",Thu Mar 29 21:15:01 +0000 2018,-0.34,0.0,0.888,0.112,64
@CBSNews,Pennsylvania school draws fire after adding name of billionaire investor Stephen Schwarzman following his $25 milli… https://t.co/WI4MDFUxMa,Thu Mar 29 21:00:02 +0000 2018,-0.34,0.0,0.87,0.13,65
@CBSNews,"""Sex and the City"" fans reeled after Sarah Jessica Parker and Kim Cattrall's public falling out, yet all appears we… https://t.co/GlYR2j0pLw",Thu Mar 29 20:45:24 +0000 2018,-0.1531,0.0,0.926,0.074,66
@CBSNews,"""Serial"" subject Adnan Syed has been granted a retrial by the Maryland Court of Special Appeals, about 18 years aft… https://t.co/l0UaOTkoFu",Thu Mar 29 20:30:37 +0000 2018,0.5719,0.207,0.793,0.0,67
@CBSNews,"President Trump said that U.S. forces would leave Syria ""very soon"" during a speech in Richfield, Ohio.… https://t.co/Rh3HtUwzrL",Thu Mar 29 20:15:02 +0000 2018,-0.0516,0.0,0.93,0.07,68
@CBSNews,"President Trump called Roseanne Barr on Wednesday to personally congratulate her on her show's ""yuge"" ratings.… https://t.co/dJdcv1eSHk",Thu Mar 29 20:00:26 +0000 2018,0.4939,0.167,0.833,0.0,69
@CBSNews,"""I want him to know that we are with him. When the cameras are gone, we are with him. When everybody runs through f… https://t.co/3f9rhxnJmY",Thu Mar 29 19:46:13 +0000 2018,0.0772,0.051,0.949,0.0,70
@CBSNews,"In two separate incidents, women who ate bitter squash developed ""toxic squash syndrome"" and lost their hair.… https://t.co/52slUZbEuC",Thu Mar 29 19:43:02 +0000 2018,-0.6249,0.0,0.758,0.242,71
@CBSNews,"@CBSNews Sharpton leads powerful chorus of ""I am!"" chants as he voices his support for the family of Stephon Clark.… https://t.co/Z68nhX6dQP",Thu Mar 29 19:31:38 +0000 2018,0.6996,0.234,0.766,0.0,72
@CBSNews,"@CBSNews ""When the cameras are gone, we are with him. When everybody that runs through for photo op, we are with hi… https://t.co/6lx3NYvP34",Thu Mar 29 19:26:33 +0000 2018,0.0,0.0,1.0,0.0,73
@CBSNews,"WATCH: Rev. Al Sharpton speaks at funeral for 22-year-old Stephon Clark, who was killed by police earlier this mont… https://t.co/ISTfhg5pkk",Thu Mar 29 19:23:14 +0000 2018,-0.7906,0.0,0.72,0.28,74
@CBSNews,"@CBSNews ""Russia should not be acting like a victim. The only victims here are the two victims in the hospital in t… https://t.co/YzwTHiQ88z",Thu Mar 29 19:18:03 +0000 2018,-0.7789,0.0,0.671,0.329,75
@CBSNews,"""Russia is isolating itself following the brazen chemical attack,"" Acting Under Secretary of State Heather Nauert s… https://t.co/1z8UTa5oWO",Thu Mar 29 19:15:02 +0000 2018,0.0,0.0,1.0,0.0,76
@CBSNews,Protests erupted Wednesday on the East Coast over the deadly Sacramento police shooting of Stephon Clark. In New Yo… https://t.co/HbnrMqQZd8,Thu Mar 29 19:05:31 +0000 2018,-0.2263,0.0,0.909,0.091,77
@CBSNews,"WATCH: Mourners in Sacramento gather for the funeral of 22-year-old Stephon Clark, who was killed by police earlier… https://t.co/mW7E1zR0P1",Thu Mar 29 18:47:16 +0000 2018,-0.8689,0.0,0.62,0.38,78
@CBSNews,"""In recent years, Americans have watched as Washington spent trillions and trillions of dollars building up foreign… https://t.co/FENS1FXYwK",Thu Mar 29 18:38:47 +0000 2018,0.0,0.0,1.0,0.0,79
@CBSNews,"President Trump addresses school safety: ""We fixed very strongly, the background checks. We got rid of the bump sto… https://t.co/72Xq5DNM5e",Thu Mar 29 18:30:12 +0000 2018,0.6361,0.224,0.776,0.0,80
@CBSNews,"""If we didn't win, this economy would be a wreck,"" President Trump says. ""This country was headed in the wrong dire… https://t.co/bJlr8BmQii",Thu Mar 29 18:27:13 +0000 2018,-0.7329,0.0,0.755,0.245,81
@CBSNews,"""We are moving along very nicely with North Korea. We'll see what happens. Certainly, the rhetoric has calmed down… https://t.co/OPANONSYg3",Thu Mar 29 18:20:57 +0000 2018,0.8016,0.325,0.675,0.0,82
@CBSNews,This professional flute player was asked to play a very special performance -- while she was on an operating table… https://t.co/fc8JkFSJpD,Thu Mar 29 18:20:38 +0000 2018,0.659,0.231,0.769,0.0,83
@CBSNews,"""We have $1.6 billion toward the wall, and we have done the planning. And you saw those beautiful pictures, and tha… https://t.co/lorXPILbV6",Thu Mar 29 18:18:06 +0000 2018,0.5994,0.157,0.843,0.0,84
@CBSNews,WATCH LIVE: President Trump pitches his infrastructure plan in Ohio https://t.co/MAulVXwsuH https://t.co/p8RMQyAYHW,Thu Mar 29 18:10:03 +0000 2018,0.0,0.0,1.0,0.0,85
@CBSNews,"March 29th is National Vietnam War Veterans Day, a time when many Americans will honor the service of all those who… https://t.co/NiaAtm83Fs",Thu Mar 29 18:05:35 +0000 2018,-0.1779,0.123,0.728,0.149,86
@CBSNews,"Russia will expel U.S. diplomats and close a consulate in St. Petersburg, retaliating against similar actions by th… https://t.co/aQokCSf9hW",Thu Mar 29 17:50:01 +0000 2018,-0.4404,0.0,0.854,0.146,87
@CBSNews,"Maryland Court of Appeals rules Adnan Syed’s murder conviction, as chronicled in the “Serial” podcast, must be vaca… https://t.co/gKDWv3jWfk",Thu Mar 29 17:39:07 +0000 2018,-0.6908,0.0,0.793,0.207,88
@CBSNews,MORE: Adnan Syed's lawyer will hold a press conference at 2:30 p.m. ET to discuss the latest legal victory in Syed'… https://t.co/HFJDtmAk2G,Thu Mar 29 17:22:23 +0000 2018,0.128,0.07,0.93,0.0,89
@CBSNews,NEW: Federal judge in California denies request made by adult film star Stormy Daniels' lawyers to depose President… https://t.co/8AfpUnqFi8,Thu Mar 29 17:02:02 +0000 2018,-0.4215,0.0,0.865,0.135,90
@CBSNews,Judge rejects Saudi Arabia's motion to end a New York lawsuit seeking to hold it responsible in the 9/11 attacks:… https://t.co/QnW7wnwmfh,Thu Mar 29 16:50:01 +0000 2018,-0.4215,0.094,0.697,0.209,91
@CBSNews,"Easter Sunday is usually a time to indulge in sweets, but that extra piece of candy could have more than your recom… https://t.co/gxXjCnv6Cy",Thu Mar 29 16:35:37 +0000 2018,0.2732,0.091,0.909,0.0,92
@CBSNews,"Fox News host mocks Parkland, Florida, school shooting survivor – and he responds:
https://t.co/K7jaljCWCG https://t.co/PEDcX7nt0j",Thu Mar 29 16:20:01 +0000 2018,-0.128,0.143,0.686,0.171,93
@CBSNews,"David Schwartz, an attorney and spokesman for Michael Cohen, accused Stormy Daniels of “legal extortion” — claiming… https://t.co/ktGtqzmsNt",Thu Mar 29 16:05:32 +0000 2018,-0.296,0.0,0.879,0.121,94
@CBSNews,Parkland shooter's brother gets probation for trespassing at Marjory Stoneman Douglas High School… https://t.co/gv2ewqkwKF,Thu Mar 29 15:50:01 +0000 2018,0.0,0.0,1.0,0.0,95
@CBSNews,"WATCH: This spring break trip turned wild when cheetahs jumped into a group's safari jeep, forcing this man to free… https://t.co/3zxPYQHV5w",Thu Mar 29 15:35:56 +0000 2018,0.0,0.0,1.0,0.0,96
@CBSNews,A Pennsylvania high school rifle team receives thousands of dollars in donations since the school board refused a g… https://t.co/OG4mZAmBF6,Thu Mar 29 15:20:01 +0000 2018,-0.296,0.0,0.885,0.115,97
@CBSNews,"Poisoned ex-spy's daughter ""improving rapidly"" in U.K. hospital https://t.co/uvLCIZ7c2z https://t.co/GrALR5yVjf",Thu Mar 29 15:05:01 +0000 2018,-0.1027,0.2,0.571,0.229,98
@CBSNews,Police are trying to learn why an SUV they believe was carrying a family of eight -- including six kids -- plunged… https://t.co/l5mqrfASuq,Thu Mar 29 14:50:30 +0000 2018,0.0,0.0,1.0,0.0,99
@CBSNews,"Piazza family to Penn State students facing charges in son's death: ""Tell the truth"" https://t.co/pJb2Foc3th https://t.co/WuNJUzgb1z",Thu Mar 29 14:35:01 +0000 2018,-0.5719,0.108,0.61,0.282,100
@CNN,The crumbling colonial-era churches of Pakistan https://t.co/hKlARundSu via @CNNStyle https://t.co/eUQK2f6QIM,Fri Mar 30 06:57:07 +0000 2018,0.0,0.0,1.0,0.0,1
@CNN,"Family's SUV goes over a cliff, leaving authorities seeking 3 children and clues to what happened… https://t.co/bBxOVEdCgf",Fri Mar 30 06:49:13 +0000 2018,0.0,0.0,1.0,0.0,2
@CNN,"A Chinese space lab could plummet back to earth as early as Saturday, authorities say, in a fiery end to one of the… https://t.co/H4L5vPk1E8",Fri Mar 30 06:33:08 +0000 2018,-0.34,0.0,0.897,0.103,3
@CNN,You've heard of SpaceX landing and reusing rockets. But safely recapturing the $6 million nose cone that sits at th… https://t.co/CHfIj7PRRb,Fri Mar 30 06:28:32 +0000 2018,0.4939,0.138,0.862,0.0,4
@CNN,"Japan revealed it was seeking a summit with North Korean leader Kim Jong Un, as some in Tokyo expressed concern the… https://t.co/oSIVX046l3",Fri Mar 30 06:16:04 +0000 2018,0.0,0.0,1.0,0.0,5
@CNN,"One of India's most famous landmarks, the Taj Mahal, is planning to place a three-hour cap on visits to avoid overc… https://t.co/xXG9UwEd6z",Fri Mar 30 06:09:05 +0000 2018,-0.296,0.0,0.901,0.099,6
@CNN,So-called stumbling stones -- memorials to victims of the Holocaust -- bring history to life for a new generation o… https://t.co/uu4ntF0PU8,Fri Mar 30 06:01:04 +0000 2018,-0.3182,0.0,0.892,0.108,7
@CNN,"Russia will expel 60 US diplomats and close the US Consulate in St. Petersburg, Foreign Minister Sergey Lavrov has… https://t.co/IkuwlwA51b",Fri Mar 30 05:51:02 +0000 2018,-0.4404,0.0,0.868,0.132,8
@CNN,"If we want to stop Putin, we need to go after his sources of money | By Josh Campbell and Robert Baer via… https://t.co/21HuzQ8QBM",Fri Mar 30 05:46:03 +0000 2018,-0.2263,0.053,0.857,0.09,9
@CNN,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/CcT2hvpHTE https://t.co/SJrGuIGQWc,Fri Mar 30 05:31:06 +0000 2018,0.25,0.167,0.833,0.0,10
@CNN,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/79lGlgOORC https://t.co/oXrh0lCSST,Fri Mar 30 05:31:06 +0000 2018,0.25,0.167,0.833,0.0,11
@CNN,This hockey player breastfeeds her baby during game breaks -- like a total mom boss https://t.co/oGfHwRTLOu https://t.co/UxOseVENRk,Fri Mar 30 05:16:05 +0000 2018,0.3612,0.143,0.857,0.0,12
@CNN,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/hzJ2d9Vpya,Fri Mar 30 05:01:04 +0000 2018,0.0,0.0,1.0,0.0,13
@CNN,"""I heard you're actually the devil incarnate and I wanted to meet you,"" Defense Secretary James Mattis joked during… https://t.co/CgIyVne1y4",Fri Mar 30 04:46:19 +0000 2018,-0.3818,0.157,0.661,0.182,14
@CNN,"Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead, ac… https://t.co/OyWw74DsEP",Fri Mar 30 04:31:02 +0000 2018,0.0,0.0,1.0,0.0,15
@CNN,"More than 200 retired US diplomats are sounding the alarm about diplomacy under Trump, urging lawmakers to ensure t… https://t.co/2u1BabDKLi",Fri Mar 30 04:16:04 +0000 2018,0.0516,0.113,0.783,0.104,16
@CNN,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/oK2WrcRLFs",Fri Mar 30 04:01:46 +0000 2018,0.6369,0.301,0.61,0.089,17
@CNN,"Would you ride in this ""Roseanne"" car? A New York City subway train car has been transformed to resemble Roseanne's… https://t.co/uSm5W59cfP",Fri Mar 30 04:00:00 +0000 2018,0.0,0.0,1.0,0.0,18
@CNN,"The EPA circulated new talking points that downplay the role of human activity in climate change, instructing staff… https://t.co/QEjx1eqKb2",Fri Mar 30 03:46:02 +0000 2018,0.0,0.0,1.0,0.0,19
@CNN,Spotify is about to go public — and one analyst thinks it could be worth $43.5 billion https://t.co/YFGqBucxsX https://t.co/oxHsXGdhVh,Fri Mar 30 03:31:04 +0000 2018,0.2263,0.101,0.899,0.0,20
@CNN,The crumbling colonial-era churches of Pakistan https://t.co/hKlARundSu via @CNNStyle https://t.co/eUQK2f6QIM,Fri Mar 30 06:57:07 +0000 2018,0.0,0.0,1.0,0.0,21
@CNN,"Family's SUV goes over a cliff, leaving authorities seeking 3 children and clues to what happened… https://t.co/bBxOVEdCgf",Fri Mar 30 06:49:13 +0000 2018,0.0,0.0,1.0,0.0,22
@CNN,"A Chinese space lab could plummet back to earth as early as Saturday, authorities say, in a fiery end to one of the… https://t.co/H4L5vPk1E8",Fri Mar 30 06:33:08 +0000 2018,-0.34,0.0,0.897,0.103,23
@CNN,You've heard of SpaceX landing and reusing rockets. But safely recapturing the $6 million nose cone that sits at th… https://t.co/CHfIj7PRRb,Fri Mar 30 06:28:32 +0000 2018,0.4939,0.138,0.862,0.0,24
@CNN,"Japan revealed it was seeking a summit with North Korean leader Kim Jong Un, as some in Tokyo expressed concern the… https://t.co/oSIVX046l3",Fri Mar 30 06:16:04 +0000 2018,0.0,0.0,1.0,0.0,25
@CNN,"One of India's most famous landmarks, the Taj Mahal, is planning to place a three-hour cap on visits to avoid overc… https://t.co/xXG9UwEd6z",Fri Mar 30 06:09:05 +0000 2018,-0.296,0.0,0.901,0.099,26
@CNN,So-called stumbling stones -- memorials to victims of the Holocaust -- bring history to life for a new generation o… https://t.co/uu4ntF0PU8,Fri Mar 30 06:01:04 +0000 2018,-0.3182,0.0,0.892,0.108,27
@CNN,"Russia will expel 60 US diplomats and close the US Consulate in St. Petersburg, Foreign Minister Sergey Lavrov has… https://t.co/IkuwlwA51b",Fri Mar 30 05:51:02 +0000 2018,-0.4404,0.0,0.868,0.132,28
@CNN,"If we want to stop Putin, we need to go after his sources of money | By Josh Campbell and Robert Baer via… https://t.co/21HuzQ8QBM",Fri Mar 30 05:46:03 +0000 2018,-0.2263,0.053,0.857,0.09,29
@CNN,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/CcT2hvpHTE https://t.co/SJrGuIGQWc,Fri Mar 30 05:31:06 +0000 2018,0.25,0.167,0.833,0.0,30
@CNN,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/79lGlgOORC https://t.co/oXrh0lCSST,Fri Mar 30 05:31:06 +0000 2018,0.25,0.167,0.833,0.0,31
@CNN,This hockey player breastfeeds her baby during game breaks -- like a total mom boss https://t.co/oGfHwRTLOu https://t.co/UxOseVENRk,Fri Mar 30 05:16:05 +0000 2018,0.3612,0.143,0.857,0.0,32
@CNN,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/hzJ2d9Vpya,Fri Mar 30 05:01:04 +0000 2018,0.0,0.0,1.0,0.0,33
@CNN,"""I heard you're actually the devil incarnate and I wanted to meet you,"" Defense Secretary James Mattis joked during… https://t.co/CgIyVne1y4",Fri Mar 30 04:46:19 +0000 2018,-0.3818,0.157,0.661,0.182,34
@CNN,"Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead, ac… https://t.co/OyWw74DsEP",Fri Mar 30 04:31:02 +0000 2018,0.0,0.0,1.0,0.0,35
@CNN,"More than 200 retired US diplomats are sounding the alarm about diplomacy under Trump, urging lawmakers to ensure t… https://t.co/2u1BabDKLi",Fri Mar 30 04:16:04 +0000 2018,0.0516,0.113,0.783,0.104,36
@CNN,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/oK2WrcRLFs",Fri Mar 30 04:01:46 +0000 2018,0.6369,0.301,0.61,0.089,37
@CNN,"Would you ride in this ""Roseanne"" car? A New York City subway train car has been transformed to resemble Roseanne's… https://t.co/uSm5W59cfP",Fri Mar 30 04:00:00 +0000 2018,0.0,0.0,1.0,0.0,38
@CNN,"The EPA circulated new talking points that downplay the role of human activity in climate change, instructing staff… https://t.co/QEjx1eqKb2",Fri Mar 30 03:46:02 +0000 2018,0.0,0.0,1.0,0.0,39
@CNN,Spotify is about to go public — and one analyst thinks it could be worth $43.5 billion https://t.co/YFGqBucxsX https://t.co/oxHsXGdhVh,Fri Mar 30 03:31:04 +0000 2018,0.2263,0.101,0.899,0.0,40
@CNN,A London orchestra's brass section was so loud a violist says it ruined his hearing. A judge agreed.… https://t.co/6yNRrWsEdM,Fri Mar 30 03:24:51 +0000 2018,-0.4767,0.0,0.829,0.171,41
@CNN,The Trump administration plans to require nearly all visa applicants to the US to submit five years of social media… https://t.co/utAwtGucsr,Fri Mar 30 03:16:07 +0000 2018,0.0,0.0,1.0,0.0,42
@CNN,"Days after five members of the same family were killed when their SUV went over a cliff, investigators are still lo… https://t.co/TxwiLmAomF",Fri Mar 30 03:16:02 +0000 2018,-0.6705,0.0,0.816,0.184,43
@CNN,Human rights lawyer Amal Clooney has agreed to represent two Reuters journalists who have been jailed in Myanmar an… https://t.co/8Bo1vTvhYY,Fri Mar 30 03:01:07 +0000 2018,-0.2732,0.09,0.773,0.137,44
@CNN,"Draylen Mason had just been admitted to a prestigious music school, but the 17-year-old died in the Austin bombings… https://t.co/kPiOxoRerr",Fri Mar 30 02:56:03 +0000 2018,-0.6908,0.052,0.736,0.212,45
@CNN,"Sears CEO Eddie Lampert got a  24% raise last year, despite the company's financial troubles https://t.co/NTag87tUEB",Fri Mar 30 02:51:02 +0000 2018,-0.4588,0.0,0.824,0.176,46
@CNN,"Howard University students protested following news that six university employees were fired for ""double-dipping"" f… https://t.co/j5wSHApjHt",Fri Mar 30 02:44:45 +0000 2018,-0.6249,0.0,0.733,0.267,47
@CNN,ExxonMobil won't be able to stop state investigations into whether it misled investors and the public about its kno… https://t.co/30xneAmd3x,Fri Mar 30 02:41:05 +0000 2018,-0.296,0.0,0.896,0.104,48
@CNN,"This Easter, don't let politics define forgiveness | By Bob Vander Plaats via @CNNOpinion https://t.co/tDbOCBMjEC https://t.co/fjGkv5PQTY",Fri Mar 30 02:37:06 +0000 2018,0.2732,0.13,0.87,0.0,49
@CNN,"Johan van Hulst, a former Dutch senator and teacher who saved hundreds of Jewish children during the Holocaust, die… https://t.co/HPHHxgPK7p",Fri Mar 30 02:31:05 +0000 2018,0.4215,0.135,0.865,0.0,50
@CNN,Russia's RT television network will go dark in Washington DC https://t.co/TA4SmzpqoC https://t.co/yFyj9jXPd0,Fri Mar 30 02:22:07 +0000 2018,0.0,0.0,1.0,0.0,51
@CNN,"Judge Stephen Reinhardt, a liberal federal appeals court judge who was part of a panel that rejected California's P… https://t.co/OiL15dux5h",Fri Mar 30 02:17:30 +0000 2018,-0.5106,0.0,0.837,0.163,52
@CNN,"Sarah Jessica Parker has endorsed her ""Sex and the City"" costar Cynthia Nixon for New York governor… https://t.co/kOxwnvg8EP",Fri Mar 30 02:16:03 +0000 2018,0.25,0.105,0.895,0.0,53
@CNN,"A court once again orders a new trial for Adnan Syed, the subject of a ""Serial"" podcast https://t.co/f9awk8fpoI https://t.co/nGhyWFsoi3",Fri Mar 30 02:15:16 +0000 2018,0.0,0.0,1.0,0.0,54
@CNN,"RT @AC360: Fired VA secretary says his replacement is a ""person who is honorable and cares about our veterans"" and pledges to help him thro…",Fri Mar 30 02:10:48 +0000 2018,0.6808,0.28,0.61,0.11,55
@CNN,"The ""Sharknado"" movies will end after a sixth installment this summer https://t.co/LFghVNqMG3 https://t.co/xitTwRA2yp",Fri Mar 30 02:01:43 +0000 2018,0.0,0.0,1.0,0.0,56
@CNN,India is building a city from scratch to attract foreign investors https://t.co/0w7l1CpKA7 https://t.co/lrjXCDlua1,Fri Mar 30 01:59:48 +0000 2018,0.3612,0.185,0.815,0.0,57
@CNN,"China's rap scene has been frustrated by a crackdown.

Last year, the genre was having something of a heyday, but t… https://t.co/Kl8qQWAtXj",Fri Mar 30 01:37:39 +0000 2018,-0.296,0.0,0.896,0.104,58
@CNN,"There are visible, external signs that can indicate if something is wrong with your heart -- check your fingers, ea… https://t.co/wCXF1zrUlX",Fri Mar 30 01:29:23 +0000 2018,-0.4767,0.0,0.866,0.134,59
@CNN,The Trump administration will no longer seek to automatically release pregnant immigrants from detention -- a move… https://t.co/QjtCGmRRBM,Fri Mar 30 01:23:27 +0000 2018,-0.5719,0.0,0.761,0.239,60
@CNN,"One fought her abuser every night, another stood up to her groping boss. Meet the women driven by the #MeToo moveme… https://t.co/FD5flQof8n",Fri Mar 30 01:20:18 +0000 2018,-0.7096,0.0,0.772,0.228,61
@CNN,Abortion funds band together to sue their cyberattackers https://t.co/bkEMLRCLjB https://t.co/mPvroEKFqZ,Fri Mar 30 01:12:02 +0000 2018,0.0,0.0,1.0,0.0,62
@CNN,Fox News host Laura Ingraham apologized for a widely derided tweet in which she mocked Parkland survivor David Hogg… https://t.co/mZ3grjS0wW,Fri Mar 30 01:07:13 +0000 2018,0.1779,0.201,0.628,0.172,63
@CNN,Can President Trump handle John Bolton's mustache? The incoming national security adviser's look has caused quite a… https://t.co/W2benbhl7m,Fri Mar 30 01:04:19 +0000 2018,0.34,0.124,0.876,0.0,64
@CNN,#KeepingThemHonest: President Trump tweets photos and says new border wall construction has started. It hasn't.… https://t.co/z8dnMhowfL,Fri Mar 30 00:56:34 +0000 2018,0.0,0.0,1.0,0.0,65
@CNN,RT @AC360: Former Veterans Affairs Secretary David Shulkin tells Anderson Cooper that Trump appointees inside the agency worked to limit hi…,Fri Mar 30 00:53:49 +0000 2018,0.0,0.0,1.0,0.0,66
@CNN,Outgoing VA chief David Shulkin: I have considerable respect for Ronny Jackson and I'll do everything I can to help… https://t.co/y3ID1dl2du,Fri Mar 30 00:50:46 +0000 2018,0.6486,0.238,0.762,0.0,67
@CNN,"A day after President Trump fired him as secretary of veterans affairs, David Shulkin offered kind words to preside… https://t.co/cEdeR9JH0P",Fri Mar 30 00:47:50 +0000 2018,-0.0516,0.142,0.708,0.15,68
@CNN,The Trump administration is taking steps toward an anticipated move to roll back greenhouse gas emissions and fuel… https://t.co/pFSPVaHYQ9,Fri Mar 30 00:33:04 +0000 2018,0.0,0.0,1.0,0.0,69
@CNN,"RT @OutFrontCNN: ""I believe that there were a ton of porn stars and a ton of Playmates...if you're not doing things you shouldn't be doing,…",Fri Mar 30 00:20:32 +0000 2018,0.0,0.0,1.0,0.0,70
@CNN,"President Trump again attacked Amazon for not paying state and local taxes, but it actually does https://t.co/all05VIcap",Fri Mar 30 00:13:40 +0000 2018,-0.1655,0.074,0.817,0.109,71
@CNN,"Would you ride in this ""Roseanne"" car? A New York City subway train car has been transformed to resemble Roseanne's… https://t.co/GwSForC0Sg",Fri Mar 30 00:07:10 +0000 2018,0.0,0.0,1.0,0.0,72
@CNN,So-called stumbling stones -- memorials to victims of the Holocaust -- bring history to life for a new generation o… https://t.co/tdjNflYghm,Fri Mar 30 00:01:06 +0000 2018,-0.3182,0.0,0.892,0.108,73
@CNN,"RT @OutFrontCNN: ""I almost did not come on the show tonight, Erin...I'd prefer that Mr. Schwartz come on your show...every time he speaks o…",Thu Mar 29 23:54:27 +0000 2018,0.0,0.0,1.0,0.0,74
@CNN,Kellyanne Conway's husband deletes tweets that were critical of President Trump https://t.co/9wwwITMuHu https://t.co/k1ZUBDyYIg,Thu Mar 29 23:53:04 +0000 2018,-0.3182,0.0,0.839,0.161,75
