Source Account,Tweet,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
@CNN,"Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead, ac… https://t.co/GPf0exLGkf",Thu Mar 29 23:48:06 +0000 2018,0.0,0.0,1.0,0.0,76
@CNN,President Trump's very small (and shrinking) inner circle | Analysis by CNN's Z. Byron Wolf https://t.co/6fEThIrJuN https://t.co/nRasFShLyF,Thu Mar 29 23:32:33 +0000 2018,0.0,0.0,1.0,0.0,77
@CNN,"RT @OutFrontCNN: ""We're going to have people going to the slammer over this, the question is who, and how high up this is going to reach...…",Thu Mar 29 23:22:25 +0000 2018,0.0,0.0,1.0,0.0,78
@CNN,"Tesla is recalling about 123,000 Model S sedans in order to have their power steering bolts replaced… https://t.co/LiOsB7jUjd",Thu Mar 29 23:15:53 +0000 2018,0.0,0.0,1.0,0.0,79
@CNN,You've heard of SpaceX landing and reusing rockets. But safely recapturing the $6 million nose cone that sits at th… https://t.co/VjMY4TfAd1,Thu Mar 29 23:11:03 +0000 2018,0.4939,0.138,0.862,0.0,80
@CNN,The Broward County Public Defender's office says between 100 and 200 pieces of mail have arrived at the county jail… https://t.co/LvCLfvBKZK,Thu Mar 29 23:04:05 +0000 2018,0.0,0.0,1.0,0.0,81
@CNN,Some African-American students at Marjory Stoneman Douglas High School in Florida say their voices have been ignore… https://t.co/njkzg0BhY2,Thu Mar 29 22:58:05 +0000 2018,0.0,0.0,1.0,0.0,82
@CNN,The White House is reviewing a proposal that could penalize immigrants who use certain government programs… https://t.co/oSUGtngbLY,Thu Mar 29 22:52:04 +0000 2018,0.2732,0.123,0.877,0.0,83
@CNN,Thank goodness for March Madness -- and Sister Jean | By Terence Moore via @CNNOpinion https://t.co/w84GQHt44z https://t.co/Kx7L8dXLAT,Thu Mar 29 22:47:36 +0000 2018,0.3818,0.257,0.607,0.136,84
@CNN,RT @CNNMoney: This was the quarter when investors were reminded that stocks don't go up forever. The Dow lost more than 2% during the first…,Thu Mar 29 22:46:15 +0000 2018,-0.3182,0.0,0.913,0.087,85
@CNN,"President Trump says the US will withdraw from Syria ""very soon"" https://t.co/RvQayv9Q8f https://t.co/UnTtAdgKoE",Thu Mar 29 22:41:04 +0000 2018,0.0,0.0,1.0,0.0,86
@CNN,"Former French President Nicolas Sarkozy will face a trial on charges of corruption and influence peddling, a source… https://t.co/0Fzp1HGNQt",Thu Mar 29 22:36:52 +0000 2018,-0.2732,0.0,0.884,0.116,87
@CNN,"Rep. Ted Lieu: If President Trump fired AG Jeff Sessions or special counsel Robert Mueller, “that would be obstruct… https://t.co/6rmnRyhhUJ",Thu Mar 29 22:27:41 +0000 2018,-0.2263,0.111,0.741,0.148,88
@CNN,"RT @cnnhealth: Rubber ducky, you're the one -- full of bacteria: https://t.co/VztN22yGcX https://t.co/sJyLCvu5U6",Thu Mar 29 22:26:38 +0000 2018,0.0,0.0,1.0,0.0,89
@CNN,"Cambridge Analytica, the Trump campaign-linked data firm under fire for sweeping collection of Facebook data, has i… https://t.co/Fr2r9Q1FrU",Thu Mar 29 22:23:34 +0000 2018,-0.34,0.0,0.876,0.124,90
@CNN,Special counsel Robert Mueller pushed for former Trump campaign deputy Rick Gates' help to investigate collusion… https://t.co/IaWLKr1lcR,Thu Mar 29 22:07:54 +0000 2018,0.6597,0.265,0.735,0.0,91
@CNN,BREAKING: Special counsel Robert Mueller pushed for former Trump campaign deputy Rick Gates' help to investigate co… https://t.co/V8nstPKJPH,Thu Mar 29 22:02:46 +0000 2018,0.6597,0.252,0.748,0.0,92
@CNN,Under Armour announced that about 150 million accounts on the popular health app MyFitnessPal were hacked… https://t.co/IkGKtiVL2q,Thu Mar 29 22:01:07 +0000 2018,0.4215,0.149,0.851,0.0,93
@CNN,Dining out frequently is known to increase one's intake of unhealthy sugars and fats. But a new study suggests that… https://t.co/fNHkY718qD,Thu Mar 29 21:51:02 +0000 2018,-0.2732,0.097,0.759,0.143,94
@CNN,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/p4A4wHOtoE",Thu Mar 29 21:46:58 +0000 2018,0.6369,0.301,0.61,0.089,95
@CNN,"Who is John Huber, the Utah US attorney investigating claims of FBI misconduct? https://t.co/4GXVWq4uCt https://t.co/MPgd7mrZmx",Thu Mar 29 21:41:05 +0000 2018,0.0,0.0,1.0,0.0,96
@CNN,"RT @TheLeadCNN: In interview with @jimsciutto, Michael Cohen’s spokesman says if you want to avoid litigation and protect someone, you pay…",Thu Mar 29 21:38:37 +0000 2018,-0.0258,0.157,0.683,0.161,97
@CNN,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/L3LGrzlCcy",Thu Mar 29 21:34:45 +0000 2018,-0.2023,0.0,0.913,0.087,98
@CNN,"US State Dept. spokeswoman Heather Nauert said Moscow ""should not be acting like a victim"" and rejected the Russian… https://t.co/YAA5AssL3x",Thu Mar 29 21:28:24 +0000 2018,-0.7587,0.0,0.681,0.319,99
@CNN,"RT @CNNSitRoom: Rep. Swalwell on FBI misconduct investigation: There shouldn’t even be a minimal investigation, Sessions is trying “to appe…",Thu Mar 29 21:25:05 +0000 2018,0.0,0.0,1.0,0.0,100
@FoxNews,"Father crashes daughter's proposal, holds up sign reading 'Say no' https://t.co/gWqcl19zMN",Fri Mar 30 07:00:02 +0000 2018,-0.296,0.0,0.82,0.18,1
@FoxNews,Privacy Is a 'Civil Liberty': Apple CEO Slams Facebook for 'Trafficking' in Personal Info https://t.co/Dk4WjR3bWp,Fri Mar 30 06:45:00 +0000 2018,0.0,0.0,1.0,0.0,2
@FoxNews,".@kimguilfoyle: ""[Eric Holder is] the only Attorney General in U.S. history to be held in contempt…That is not a wi… https://t.co/zKcJnoks9s",Fri Mar 30 06:30:00 +0000 2018,0.0,0.0,1.0,0.0,3
@FoxNews,Newly single lotto winner flaunts $13M prize weeks after breakup https://t.co/VghyeHzvhx,Fri Mar 30 06:15:00 +0000 2018,0.7964,0.441,0.559,0.0,4
@FoxNews,"Fabio on California's economy: ""The California leaders, they totally destroyed the middle class."" #Tucker https://t.co/rAh44lszkq",Fri Mar 30 06:00:01 +0000 2018,-0.5413,0.0,0.8,0.2,5
@FoxNews,OPINION: President Carter is wrong again. We need more John Boltons -- Not fewer https://t.co/m85d2nHwJB,Fri Mar 30 05:45:00 +0000 2018,-0.4767,0.0,0.819,0.181,6
@FoxNews,".@POTUS: ""We spend billions of dollars in other countries maintaining their borders and we can't maintain our borde… https://t.co/i9fzkHgU7S",Fri Mar 30 05:30:00 +0000 2018,0.0,0.0,1.0,0.0,7
@FoxNews,"#Trump Vows to Protect 2nd Amendment, Congratulates #Roseanne in Infrastructure Speech https://t.co/WKGMf6fprF",Fri Mar 30 05:15:00 +0000 2018,0.3818,0.191,0.809,0.0,8
@FoxNews,".@CLewandowski_: “[Andrew McCabe] is going to need a lot more money than $160,000 to defend himself for the lies he… https://t.co/3Q70VGxOGR",Fri Mar 30 05:00:01 +0000 2018,-0.4215,0.0,0.872,0.128,9
@FoxNews,"Bullied Oklahoma boy, 7, adopts rescue cat with same rare eye condition and cleft lip https://t.co/HcwCwa3JYR",Fri Mar 30 04:45:00 +0000 2018,-0.0258,0.226,0.588,0.186,10
@FoxNews,".@JesseBWatters on #Roseanne success: “There is an appetite out there for conservative voices. Finally, the market… https://t.co/c88oAIC7oY",Fri Mar 30 04:30:00 +0000 2018,0.5719,0.188,0.812,0.0,11
@FoxNews,"Convicted felon shot, killed by homeowner during Tennessee home invasion: cops https://t.co/w7yjw06U1C",Fri Mar 30 04:15:00 +0000 2018,-0.6705,0.0,0.71,0.29,12
@FoxNews,"Fabio on homelessness in California: ""Let me tell you something about California, it looks like the wild, wild west… https://t.co/DmLCAa1baR",Fri Mar 30 04:00:00 +0000 2018,0.3612,0.116,0.884,0.0,13
@FoxNews,Fired @FBI official Andrew McCabe soliciting online donations for legal defense fund https://t.co/ildDrEj7NJ,Fri Mar 30 03:55:33 +0000 2018,-0.3818,0.181,0.602,0.217,14
@FoxNews,Reps. Jordan and Meadows: McCabe Lied Four Times https://t.co/aOUnDuN0R8,Fri Mar 30 03:44:02 +0000 2018,-0.3818,0.0,0.755,0.245,15
@FoxNews,"Colorado school district aims for 4-day class schedule, report says https://t.co/Kx8MRWWea3",Fri Mar 30 03:35:09 +0000 2018,0.0,0.0,1.0,0.0,16
@FoxNews,".@RepPeteKing: “Historically, I have been opposed to special counsels. However, I did feel this was one situation w… https://t.co/sVsv26I71e",Fri Mar 30 03:21:52 +0000 2018,0.4019,0.144,0.856,0.0,17
@FoxNews,NEED A HAND? A 4-year-old who needed help washing his hands in a Chick-Fil-A restroom decided to take action by cli… https://t.co/IlFmQ0nfGK,Fri Mar 30 03:13:00 +0000 2018,0.7672,0.281,0.719,0.0,18
@FoxNews,Fireworks exploded during the national anthem on @MLB's #OpeningDay Thursday. Baseball fans honored a massive Ameri… https://t.co/rQwteavxP8,Fri Mar 30 03:09:37 +0000 2018,0.5859,0.202,0.798,0.0,19
@FoxNews,"During an appearance at @RutgersU on Thursday, @HillaryClinton spoke primarily about being a woman in politics, but… https://t.co/x5i7WCJuwW",Fri Mar 30 02:58:31 +0000 2018,0.0,0.0,1.0,0.0,20
@FoxNews,"Father crashes daughter's proposal, holds up sign reading 'Say no' https://t.co/gWqcl19zMN",Fri Mar 30 07:00:02 +0000 2018,-0.296,0.0,0.82,0.18,21
@FoxNews,Privacy Is a 'Civil Liberty': Apple CEO Slams Facebook for 'Trafficking' in Personal Info https://t.co/Dk4WjR3bWp,Fri Mar 30 06:45:00 +0000 2018,0.0,0.0,1.0,0.0,22
@FoxNews,".@kimguilfoyle: ""[Eric Holder is] the only Attorney General in U.S. history to be held in contempt…That is not a wi… https://t.co/zKcJnoks9s",Fri Mar 30 06:30:00 +0000 2018,0.0,0.0,1.0,0.0,23
@FoxNews,Newly single lotto winner flaunts $13M prize weeks after breakup https://t.co/VghyeHzvhx,Fri Mar 30 06:15:00 +0000 2018,0.7964,0.441,0.559,0.0,24
@FoxNews,"Fabio on California's economy: ""The California leaders, they totally destroyed the middle class."" #Tucker https://t.co/rAh44lszkq",Fri Mar 30 06:00:01 +0000 2018,-0.5413,0.0,0.8,0.2,25
@FoxNews,OPINION: President Carter is wrong again. We need more John Boltons -- Not fewer https://t.co/m85d2nHwJB,Fri Mar 30 05:45:00 +0000 2018,-0.4767,0.0,0.819,0.181,26
@FoxNews,".@POTUS: ""We spend billions of dollars in other countries maintaining their borders and we can't maintain our borde… https://t.co/i9fzkHgU7S",Fri Mar 30 05:30:00 +0000 2018,0.0,0.0,1.0,0.0,27
@FoxNews,"#Trump Vows to Protect 2nd Amendment, Congratulates #Roseanne in Infrastructure Speech https://t.co/WKGMf6fprF",Fri Mar 30 05:15:00 +0000 2018,0.3818,0.191,0.809,0.0,28
@FoxNews,".@CLewandowski_: “[Andrew McCabe] is going to need a lot more money than $160,000 to defend himself for the lies he… https://t.co/3Q70VGxOGR",Fri Mar 30 05:00:01 +0000 2018,-0.4215,0.0,0.872,0.128,29
@FoxNews,"Bullied Oklahoma boy, 7, adopts rescue cat with same rare eye condition and cleft lip https://t.co/HcwCwa3JYR",Fri Mar 30 04:45:00 +0000 2018,-0.0258,0.226,0.588,0.186,30
@FoxNews,".@JesseBWatters on #Roseanne success: “There is an appetite out there for conservative voices. Finally, the market… https://t.co/c88oAIC7oY",Fri Mar 30 04:30:00 +0000 2018,0.5719,0.188,0.812,0.0,31
@FoxNews,"Convicted felon shot, killed by homeowner during Tennessee home invasion: cops https://t.co/w7yjw06U1C",Fri Mar 30 04:15:00 +0000 2018,-0.6705,0.0,0.71,0.29,32
@FoxNews,"Fabio on homelessness in California: ""Let me tell you something about California, it looks like the wild, wild west… https://t.co/DmLCAa1baR",Fri Mar 30 04:00:00 +0000 2018,0.3612,0.116,0.884,0.0,33
@FoxNews,Fired @FBI official Andrew McCabe soliciting online donations for legal defense fund https://t.co/ildDrEj7NJ,Fri Mar 30 03:55:33 +0000 2018,-0.3818,0.181,0.602,0.217,34
@FoxNews,Reps. Jordan and Meadows: McCabe Lied Four Times https://t.co/aOUnDuN0R8,Fri Mar 30 03:44:02 +0000 2018,-0.3818,0.0,0.755,0.245,35
@FoxNews,"Colorado school district aims for 4-day class schedule, report says https://t.co/Kx8MRWWea3",Fri Mar 30 03:35:09 +0000 2018,0.0,0.0,1.0,0.0,36
@FoxNews,".@RepPeteKing: “Historically, I have been opposed to special counsels. However, I did feel this was one situation w… https://t.co/sVsv26I71e",Fri Mar 30 03:21:52 +0000 2018,0.4019,0.144,0.856,0.0,37
@FoxNews,NEED A HAND? A 4-year-old who needed help washing his hands in a Chick-Fil-A restroom decided to take action by cli… https://t.co/IlFmQ0nfGK,Fri Mar 30 03:13:00 +0000 2018,0.7672,0.281,0.719,0.0,38
@FoxNews,Fireworks exploded during the national anthem on @MLB's #OpeningDay Thursday. Baseball fans honored a massive Ameri… https://t.co/rQwteavxP8,Fri Mar 30 03:09:37 +0000 2018,0.5859,0.202,0.798,0.0,39
@FoxNews,"During an appearance at @RutgersU on Thursday, @HillaryClinton spoke primarily about being a woman in politics, but… https://t.co/x5i7WCJuwW",Fri Mar 30 02:58:31 +0000 2018,0.0,0.0,1.0,0.0,40
@FoxNews,Austin bombing suspect labeled ‘domestic terrorist’ by interim police chief https://t.co/pU4WPcTfxv,Fri Mar 30 02:52:45 +0000 2018,-0.296,0.0,0.82,0.18,41
@FoxNews,"Julian Epstein on McCabe firing: ""This doesn't even involve the Russia investigation. This involves McCabe's allege… https://t.co/WoEjIz09pI",Fri Mar 30 02:47:38 +0000 2018,-0.34,0.0,0.87,0.13,42
@FoxNews,".@pnjaban on McCabe firing: ""The fact that there are four separate lies gives us more credence to the fact that thi… https://t.co/1RSIfSJDj9",Fri Mar 30 02:41:50 +0000 2018,-0.6369,0.0,0.794,0.206,43
@FoxNews,".@Jim_Jordan on alleged FBI wrongdoing: ""When you go to the court, you gotta give them the whole truth. They did no… https://t.co/n7WPBUuzjC",Fri Mar 30 02:36:21 +0000 2018,0.3182,0.099,0.901,0.0,44
@FoxNews,"Former Clinton communications director Jennifer Palmieri asked @TuckerCarlson Thursday if @HillaryClinton is ""deser… https://t.co/Lq9D7YiHAR",Fri Mar 30 02:34:40 +0000 2018,0.0,0.0,1.0,0.0,45
@FoxNews,".@RepMarkMeadows on alleged FBI wrongdoing: ""We're putting the pieces of a puzzle together, but the DOJ are keeping… https://t.co/k3WlTSQ47I",Fri Mar 30 02:32:30 +0000 2018,0.0,0.0,1.0,0.0,46
@FoxNews,.@TuckerCarlson: The Left Sees Illegal Immigrants Voting as a Way to Obtain Power #Tucker https://t.co/7AJCGPemJI,Fri Mar 30 02:28:21 +0000 2018,-0.5574,0.0,0.783,0.217,47
@FoxNews,"Man opens fire in restaurant after bill dispute, injures 2, cops say https://t.co/3WNAKovvDW",Fri Mar 30 02:22:12 +0000 2018,-0.6249,0.0,0.683,0.317,48
@FoxNews,"Michael Waltz on border security: ""A pipeline that can move immigrants and can move drugs can also move WMD, can mo… https://t.co/SSMVGzTLGx",Fri Mar 30 02:19:12 +0000 2018,0.34,0.103,0.897,0.0,49
@FoxNews,"Sheriff Thomas Hodgson: ""You'll never have comprehensive immigration reform until you deal with the security issues… https://t.co/lg4BmsB1f7",Fri Mar 30 02:13:34 +0000 2018,0.168,0.125,0.784,0.091,50
@FoxNews,"Jose Aristimuno on border security: ""The only way we're actually gonna get the real criminals, we gotta deport them… https://t.co/ZJhl3kIq1j",Fri Mar 30 02:09:17 +0000 2018,-0.3182,0.1,0.747,0.154,51
@FoxNews,This Corgi is making sure he's beach body ready. https://t.co/QE1dZnKZ2d,Fri Mar 30 02:04:19 +0000 2018,0.5859,0.375,0.625,0.0,52
@FoxNews,".@larryelder: “People opened up their paychecks and saw more money, and only one person’s responsible for that, and… https://t.co/i2eo7fgEYW",Fri Mar 30 01:59:57 +0000 2018,0.3182,0.113,0.887,0.0,53
@FoxNews,West Virginia bill requires food stamp recipients to work for benefits https://t.co/nf6OnAyhLc,Fri Mar 30 01:55:37 +0000 2018,0.3818,0.191,0.809,0.0,54
@FoxNews,Ganas the Komodo dragon and other animals at the London Zoo enjoyed egg treats on Thursday in celebration of the up… https://t.co/tyD3DTbc5D,Fri Mar 30 01:49:33 +0000 2018,0.5106,0.136,0.864,0.0,55
@FoxNews,".@dbongino: “Clearly, California is lying when they say they’re looking to protect all the citizens of California b… https://t.co/eOh5azpFdP",Fri Mar 30 01:37:58 +0000 2018,-0.2023,0.113,0.739,0.148,56
@FoxNews,"Earlier, Fabio referred to the homeless crisis in California as the ""wild wild west."" #Tucker https://t.co/9LYt287ZZd",Fri Mar 30 01:35:34 +0000 2018,-0.6249,0.0,0.785,0.215,57
@FoxNews,"All 60 Russians kicked out of US are 'undeclared spies' pretending to be diplomats, US official says https://t.co/LhDG6yC5lM",Fri Mar 30 01:24:55 +0000 2018,0.1027,0.076,0.924,0.0,58
@FoxNews,.@marc_lotter: “[President #Trump] doesn’t want to just make America great again; he’s now talking about making and… https://t.co/wUlKe8pI0C,Fri Mar 30 01:14:22 +0000 2018,0.6597,0.252,0.748,0.0,59
@FoxNews,".@HillaryClinton calls 2016 election 'traumatic,' admits she'd like to 'take back' some things she said https://t.co/UWErj5dBRf",Fri Mar 30 01:08:15 +0000 2018,0.5719,0.251,0.749,0.0,60
@FoxNews,"Fabio on California's economy: ""The California leaders, they totally destroyed the middle class."" #Tucker https://t.co/yeH40LtW9r",Fri Mar 30 00:54:33 +0000 2018,-0.5413,0.0,0.8,0.2,61
@FoxNews,"Fabio on homelessness in California: ""Let me tell you something about California, it looks like the wild, wild west… https://t.co/irHzsbnAZQ",Fri Mar 30 00:51:48 +0000 2018,0.3612,0.116,0.884,0.0,62
@FoxNews,".@jmpalmieri on @HillaryClinton: ""I did not go into Hillary's campaign thinking that it was a big deal to elect the… https://t.co/MyRZ6XeFes",Fri Mar 30 00:37:30 +0000 2018,0.0,0.0,1.0,0.0,63
@FoxNews,Florida beachgoers discover 'holy grail of shipwrecks' after remains of 18th century ship wash ashore https://t.co/20IVE0sUdr,Fri Mar 30 00:30:40 +0000 2018,0.0,0.0,1.0,0.0,64
@FoxNews,"Manhunt for suspect accused of posing as Kentucky police officer, killing cop https://t.co/Lph8H4XQw5 https://t.co/a5uoZsLER7",Fri Mar 30 00:25:19 +0000 2018,-0.8316,0.0,0.556,0.444,65
@FoxNews,OPINION: MLB's Opening Day: What the NFL could learn from Major League Baseball https://t.co/kMj651jGej,Fri Mar 30 00:19:49 +0000 2018,0.0,0.0,1.0,0.0,66
@FoxNews,"Russian airline sent American passengers to India instead of New York because of their skin color, complaint alleges https://t.co/pYPtpI6QKJ",Fri Mar 30 00:10:49 +0000 2018,-0.296,0.0,0.891,0.109,67
@FoxNews,".@ByronYork on Russia probe: ""When you hear Republicans say things like 'FISA abuse, it's about FISA abuse,' it's r… https://t.co/mwQRG1MtKu",Fri Mar 30 00:06:01 +0000 2018,-0.4019,0.101,0.729,0.17,68
@FoxNews,"#Trump Vows to Protect 2nd Amendment, Congratulates #Roseanne in Infrastructure Speech https://t.co/WKGMf6fprF",Fri Mar 30 00:05:00 +0000 2018,0.3818,0.191,0.809,0.0,69
@FoxNews,"Fired VA Secretary Shulkin: @realDonaldTrump 'wasn't happy' with slow improvements, and neither am I https://t.co/YBu8UyfG3I",Fri Mar 30 00:01:03 +0000 2018,-0.6483,0.116,0.553,0.332,70
@FoxNews,BREAKING: Kentucky police officer killed; suspect reportedly on the run https://t.co/lO0qEboYqo,Thu Mar 29 23:49:20 +0000 2018,-0.7717,0.0,0.573,0.427,71
@FoxNews,"RT @FoxBusiness: RECALL ALERT: @Tesla said Thursday it will issue a voluntary recall for about 123,000 Model S sedans worldwide to fix an i…",Thu Mar 29 23:40:26 +0000 2018,0.4466,0.123,0.877,0.0,72
@FoxNews,"Convicted felon shot, killed by homeowner during Tennessee home invasion: cops https://t.co/w7yjvZPja4",Thu Mar 29 23:35:08 +0000 2018,-0.6705,0.0,0.71,0.29,73
@FoxNews,Fired FBI official Andrew McCabe soliciting online donations for legal defense fund https://t.co/ildDrEj7NJ,Thu Mar 29 23:26:49 +0000 2018,-0.3818,0.181,0.602,0.217,74
@FoxNews,".@CLewandowski_: “[Andrew McCabe] is going to need a lot more money than $160,000 to defend himself for the lies he… https://t.co/cPZWVsfuoy",Thu Mar 29 23:17:02 +0000 2018,-0.4215,0.0,0.872,0.128,75
@FoxNews,"Coffee needs cancer warning in California, judge rules https://t.co/d3dj8IRVsY",Thu Mar 29 23:02:37 +0000 2018,-0.7783,0.0,0.507,0.493,76
@FoxNews,".@wjmcgurn on @POTUS' infrastructure plan: ""If the federal government is gonna pick up most of the tab, there's not… https://t.co/atnjqW2ir4",Thu Mar 29 22:59:59 +0000 2018,0.0,0.0,1.0,0.0,77
@FoxNews,".@KatiePavlich on @POTUS' infrastructure plan: ""The states are going to have to take on a lot of the responsibility… https://t.co/YUWyOXJbFZ",Thu Mar 29 22:59:07 +0000 2018,0.0,0.0,1.0,0.0,78
@FoxNews,".@wjmcgurn on @POTUS' infrastructure plan: ""The problem isn't 'can we build this stuff,' there's two problems: who'… https://t.co/bdhxmAAOSw",Thu Mar 29 22:53:35 +0000 2018,-0.6597,0.0,0.748,0.252,79
@FoxNews,"Bullied Oklahoma boy, 7, adopts rescue cat with same rare eye condition and cleft lip https://t.co/IegjA3U5u7",Thu Mar 29 22:51:00 +0000 2018,-0.0258,0.226,0.588,0.186,80
@FoxNews,.@RepDaveBrat: Omnibus spending bill puts an unacceptable debt burden on the American people https://t.co/mm1hRAnSLp,Thu Mar 29 22:45:01 +0000 2018,-0.8126,0.0,0.567,0.433,81
@FoxNews,"WATCH: Mattis Jokes to Bolton, 'I Heard You're Actually the Devil Incarnate' https://t.co/vIJB3P1kwD",Thu Mar 29 22:38:53 +0000 2018,-0.5267,0.115,0.632,0.253,82
@FoxNews,"RT @FoxNewsResearch: Donations to the NRA's Legal Victory Fund more than tripled from January to February, from nearly $248,000 to $779,062…",Thu Mar 29 22:36:30 +0000 2018,0.128,0.07,0.93,0.0,83
@FoxNews,GENDER REVEAL INSTI-GATOR: Things got a little crunchy when a couple in Louisiana decided to involve a 60-year-old… https://t.co/xoS3omqmoL,Thu Mar 29 22:34:17 +0000 2018,0.0,0.0,1.0,0.0,84
@FoxNews,OPINION: Good riddance to VA Secretary Shulkin: The VA's treatment of Vietnam veterans like my dad is a disgrace https://t.co/w1WbipBPNw,Thu Mar 29 22:30:12 +0000 2018,0.296,0.22,0.65,0.13,85
@FoxNews,A judge ruled that @Starbucks and other coffee sellers in California must include a cancer warning label on their p… https://t.co/a5wM2w6Te3,Thu Mar 29 22:27:59 +0000 2018,-0.7783,0.0,0.714,0.286,86
@FoxNews,"Attorney General Jeff Sessions says for now, there won't be a second special counsel for evaluating alleged FBI, DO… https://t.co/eBxqBvtShR",Thu Mar 29 22:25:24 +0000 2018,-0.3089,0.0,0.889,0.111,87
@FoxNews,".@SecShulkin on Europe trip: ""Everything that I did on this European trip was pre-approved by Ethics, was consisten… https://t.co/NTFkENnDld",Thu Mar 29 22:17:41 +0000 2018,0.0,0.0,1.0,0.0,88
@FoxNews,".@SecShulkin: ""We are not trying to privatize the VA. We are trying to improve and transform the VA."" #SpecialReport https://t.co/RWgxNXQks5",Thu Mar 29 22:13:39 +0000 2018,0.4404,0.132,0.868,0.0,89
@FoxNews,".@SecShulkin on being fired from the WH: ""He wasn't happy with the pace and you know, I agree with @POTUS. This is… https://t.co/yP6IUdwlQc",Thu Mar 29 22:11:30 +0000 2018,-0.6246,0.089,0.676,0.235,90
@FoxNews,".@SecShulkin on being fired from the WH: ""Every Cabinet member serves at the pleasure of the president and it's the… https://t.co/uTCrTsOMDV",Thu Mar 29 22:08:08 +0000 2018,0.0258,0.141,0.722,0.137,91
@FoxNews,".@POTUS arrives in Florida. Earlier in the day, he visited Ohio, touting his plans for rebuilding the nation's infr… https://t.co/bSOJfqFZ5K",Thu Mar 29 22:06:30 +0000 2018,-0.1779,0.0,0.918,0.082,92
@FoxNews,"Colorado school district aims for 4-day class schedule, report says https://t.co/uBCX054wgo",Thu Mar 29 22:02:39 +0000 2018,0.0,0.0,1.0,0.0,93
@FoxNews,RT @FoxBusiness: .@UnderArmour's health and fitness app suffered a data security breach that exposed the personal data of roughly 150 milli…,Thu Mar 29 21:56:16 +0000 2018,-0.0,0.18,0.64,0.18,94
@FoxNews,".@kimguilfoyle: ""[Eric Holder is] the only Attorney General in U.S. history to be held in contempt…That is not a wi… https://t.co/iLBmNqiars",Thu Mar 29 21:53:31 +0000 2018,0.0,0.0,1.0,0.0,95
@FoxNews,"Sessions: Federal prosecutor evaluating alleged FBI, DOJ wrongdoing, no second special counsel for now - via… https://t.co/725fzB7faF",Thu Mar 29 21:47:33 +0000 2018,0.128,0.143,0.741,0.116,96
@FoxNews,"RT @FoxBusiness: .@McDonald's​  is expanding its 3-year-old education benefits program, tripling the amount of money some workers can get e…",Thu Mar 29 21:46:18 +0000 2018,0.3818,0.12,0.88,0.0,97
@FoxNews,Austin police chief calls bomber 'domestic terrorist' https://t.co/lNaWpJhrTM,Thu Mar 29 21:40:00 +0000 2018,-0.6908,0.0,0.598,0.402,98
@FoxNews,".@JesseBWatters on #Roseanne success: “There is an appetite out there for conservative voices. Finally, the market… https://t.co/EEBvAgRJPj",Thu Mar 29 21:39:09 +0000 2018,0.5719,0.188,0.812,0.0,99
@FoxNews,.@greggutfeld on Shulkin’s angry letter #TheFive https://t.co/yXOJ7hYBCx,Thu Mar 29 21:30:53 +0000 2018,-0.5106,0.0,0.645,0.355,100
@nytimes,Tech Fix: Want to Purge Your Social Media Timelines? Can You Spare a Few Hours? https://t.co/o0ECSnicLi,Fri Mar 30 06:51:16 +0000 2018,0.168,0.106,0.894,0.0,1
@nytimes,"""How can I get over my sense of betrayal, my rage and my desire to punish this man for the disrespectful way he tre… https://t.co/DdgVwkN3JI",Fri Mar 30 06:39:35 +0000 2018,-0.8442,0.081,0.597,0.322,2
@nytimes,"""How can I get over my sense of betrayal, my rage and my desire to punish this man for the disrespectful way he tre… https://t.co/PSZnKqivOo",Fri Mar 30 06:21:09 +0000 2018,-0.8442,0.081,0.597,0.322,3
@nytimes,"Days after researchers announced that a tiny mummy once rumored to be an alien was actually a human infant, Chilean… https://t.co/pWHjcteuAg",Fri Mar 30 06:02:52 +0000 2018,0.0,0.0,1.0,0.0,4
@nytimes,"Tesla once looked like the future of the car industry. But as it burns cash and hits production snags, its own futu… https://t.co/BKoQri2pcC",Fri Mar 30 05:46:52 +0000 2018,0.3612,0.102,0.898,0.0,5
@nytimes,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/ot2sNAyfbR,Fri Mar 30 05:28:26 +0000 2018,0.4939,0.186,0.814,0.0,6
@nytimes,Jews Are Being Murdered in Paris. Again. https://t.co/U8Ios4m8vk,Fri Mar 30 05:12:05 +0000 2018,-0.6597,0.0,0.614,0.386,7
@nytimes,Some of the most vocal Parkland seniors — whether accepted or denied to their top college choices — are rethinking… https://t.co/5DjrpLjU0l,Fri Mar 30 05:07:48 +0000 2018,0.0,0.171,0.702,0.127,8
@nytimes,Some of the most vocal Parkland seniors — whether accepted or denied to their top college choices — are rethinking… https://t.co/ez3RxADRxa,Fri Mar 30 04:49:36 +0000 2018,0.0,0.171,0.702,0.127,9
@nytimes,"President Trump and his old friend David Pecker, whose company owns The National Enquirer, have long had a mutually… https://t.co/SStfyOVJeP",Fri Mar 30 04:31:03 +0000 2018,0.4939,0.151,0.849,0.0,10
